no,cnName,enName,baituTier,enTier,chenTier,jpName,comment_jpwiki_cn,effect,baituDesc,enDesc,chenDesc
C051,渔网,Fishing Net,T3,,,漁網,在序盘打出的话，大概能有3~4饭左右。也可能会帮到其他玩家的渔业combo。如果有渔业combo的玩家，因为自己和对方都能拿到更多饭，所以也有人认为是Win-Win。钓鱼师或港口商人等被打出后会变得不容易发挥作用。注意如果被别人打出，手牌里是0饭的状态就没法去捕鱼了。,"Each time another player uses the ""Fishing"" accumulation space, they must first pay you 1 food. Then, in the returning home phase of that round, place 2 food on ""Fishing"".","费用：1r
效果：1 分，每次其他人使用钓鱼前，需先给你 支付1f，若如此做，则在工作阶段结束时往钓 鱼放2f
强度：1 分效果卡，第一季打出的期望收益是三 次钓鱼，1.5-2 收益，扩生时打出只有1 收益。 如果场上有钓鱼套如鱼叉猎手，收益将很高。
难度：1/5
用法：基本上是第一季打或者中后期顺手打 出，第一季打可能会影响扩，但是可以多吃一 次渔网，还有rsf 抢先的套路（比如用来打线 人、铺路工等）。这张卡在轮抽时如果看到钓 鱼人可以扣了，等别人打出钓鱼人（踩不超过 2f 的钓鱼可以打主发次发）后，打出这张卡打 死钓鱼人。或者是如果看到这张卡，鳟鱼池 （回合开始时如果钓鱼有3 饭，你得1f）的抓 位将提高。 搭配：放走钓鱼套给别人、鳟鱼池 不搭：渔夫之友、钓鱼人（可以给别人拿）",,
C056,喂食栅栏,Feed Fence,T4,,,給餌柵,前期先拿砖，可以进行食物补助+确保繁殖空间。用砖建造每次最多只能建1个。不和厩清扫人形成combo。,"For each new stable you build, you get 1 food—for your last one, get 3 food. Each time you build stables, you can build exactly 1 stable for 1 clay instead of wood.","费用：1w
效果：你建造的第1/2/3/4 个马厩给你 1/1/1/3f。每次建造马厩，你可以用1c建造其中 至多一个马厩。
强度：考虑到扩前打卡亏动，基本上要在第二 次扩时再发动一次效果，也就是7w1c换4 分4 饲养空间+6 饭。赚的应该只有饲养空间，也就 是大概赚1-2 分的繁殖价值，条件是第二次扩 屋时溢出7w1c。
难度：3/5
用法：如果没有其他马厩流卡牌，或者要走5 屋流 尽量不要用这张卡，对节奏限制太大 还 要扩两次 在第二次扩溢出7w1c",,
C068,书柜,Bookcase,T1,,,書棚,有烹饪区或能吃蔬菜的手段就很稳定。反过来，完全没有利用蔬菜的手段就很难发挥。,"Each time after you play an occupation, you get 1 vegetable.","条件：1职业费用：2木
效果：每打出一张职业后，得到1菜
强度：6菜的强度，其中4菜可以吃，那就是12饭，剩下两菜一播种就是5分，所以可以理解为在壁炉+播种+打满职业的情况下，5分12饭，十几分的收益，实战中一般可以带来5-10分的净收益。
难度：2/5
用法：最舒畅的打发是一个前期职业+6个后期职业，正常扩生，第二季抢生时2木打出书柜，然后出壁炉打职业，这样子不影响发展。如果需要速出职业，拿最好第一个职业可以给2w，然后打职业抢先，再打职业出壁炉。搭配：木材专家警官等速出书柜卡，职业流如供应商不搭：陶瓷等其他饭卡，农孩线人这种快速打俩职业的组合",,
C086,家禽饲养员,Livestock Feeder,T4,,,家畜の餌係,如果能大量产出小麦，就能发挥出比驯兽师更高的作用。动物爱好者是最佳搭档。处于用小麦饲养的状态时，那些小麦无法用于烤面包。先重新安置家畜再去烤吧。,"When you play this card, you immediately get 1 grain. Each grain in your supply can hold 1 animal of any type. (these animals count as accommodated on your farm.)","效果：打出时得1麦 以后你可以把各种动物饲养在此卡上，上限是供给区域麦子量
强度：上限卡，前期早养动物 后期多养动物用的，先农后牧流卡牌，本身是2+分强度的麦子效果卡
难度：3/5
用法：先农后牧，尽量在三四季前起麦田才考虑用这张卡，你要在四五季用收割的麦子抢2动物繁殖的，不然别人都有栅栏了就没2动物给你拿了",,
C109,烈酒酿造师,Schnapps Distiller,T3,,,シュナップス製造者,优秀的转换效率。搭配种植蔬菜，或与持续产出蔬菜的卡牌组合使用。,"In the feeding phase of each harvest, you can use this card to turn exactly 1 vegetable into 5 food.","效果：每个收获阶段的喂养前，可以把最多1菜转化为5f。
强度：比家酿适用性广，只要前两季拿到早菜并且稳定，就是全局不饿，而且每季至少一收益，上限长反馈6收益。这个1收益是和壁炉比的，但其实不止1收益，因为出壁炉也是成本，有这张卡可以低成本吃菜。
难度：2/5
用法：有早菜手段的话，越早打出越好。搭配：早菜卡，如无子嗣，书柜，新卡虚弱之人。
变体：书柜烈酒，和烘焙陶瓷、铸钟运土、石屋男仆、2房大农，并列为旧卡5大吃饭组合。拿到任何一个组合就是全局不饿。",,
C112,打谷者,Thresher,T4,,,脱穀者,虽然需要食物，但田地相关能附带小麦很优秀。序盘做出小麦田的动向也〇,"Immediately before each time you use the ""Grain Utilization"", ""Farmland"", or ""Cultivation"" action space, you can buy 1 grain for 1 food.","效果：每次你使用 田、播烤、犁播行动格前，你可以花1f买1麦。
强度：低配农巡，仍然是前三麦是2，2，1收益，之后的麦子都是0.5收益。那就是说最多有1.5，1.5，0.5收益，3.5收益。但是考虑到出烤炉的消耗的边际麦子价值2.5，因此总收益大概是3.5-7.5。
难度：3/5
用法：其实是相对低效的麦子手段，没有别的麦子手段可以用，食物不缺的话是早麦田强卡。搭配：啤酒套，茅草套",,
C135,警官,Constable,T3,C,,村長,在 Draft 中如果看到有负分的卡被人 Pick 了，为了不让别人拿走，自己把这张卡拿走也是可以的。,"If there are still 1/3/6/9 complete rounds left to play, you immediately get 1/2/3/4 wood. During scoring, each player with no negative points gets 3 bonus points.","效果：获得4w 游戏结束时“没有任何扣分项”的玩家，就可以获得3分
强度：比房管稳健有力，可以制裁同局的乞丐 灯笼 啤酒池等强势卡牌。自己如果抓了这张牌，其他抓牌 基本都会保障自己不扣分，所以自己基本是稳吃这三 分的。超短反馈4w+潜在的3分差。 难度：3/5 用法：如果没有犁田手段 可以考虑早点拿木头围8/9 格牧场，早拿动物和种子，以及2田，早点稳定好各 项低保，别在 R14 被竞争对手卡住。 
变体：R14打警官逮捕竞争对手。","Constable If someone besides you gets the 5 VPs for having no negative points, you
probably would have lost to them anyway. This makes the VP ability pretty much
a neutral EV move, although it can be risky if your opponent has either the
Yeoman Farmer or the Hide Farmer.",
C147,牧牛人,Cowherd,T4,C,,牛の飼育士,只要能去一次就能稳拿牛繁殖，所以还不错。想和牛系卡搭配使用。,"Each time you use the ""Cattle Market"" accumulation space (introduced in round 10 or 11), you get 1 additional cattle.","效果：每次拿牛累计行动时多拿1牛
强度：牛在R10/11出的话，全局只有4-5次拿牛的机会，而一头牛的价值是0.5-2分，所以就算每回合踩牛，也只有2-10分的收益。但是考虑到，牛达到2分是壁炉烤了吃的成果，而烤壁炉的人基本不会每回合拿1牛，所以不现实。因此，这张卡的正确用法是第四季拿一次牛，用于生育，可以看作变出来2牛。然后第5-6季再拿1-2次。总共变出来3-4牛，可以到1.5分上限-8分下限。上限提升很小，而且是短反馈，除非很饿，基本不考虑。
难度：2/5
用法：R10或者R11打出，拿次牛养起来搭配：挤奶凳、牧牛贵族等牛积分卡","Cowherd If you play this, it should be with the intention of taking the '1 cow' space
every turn. Doing this will generate a huge amount of food and deny your
opponents cattle, at least until they realize what you're up to and begin to
aggressively take the spot at 1 cow. This can be very powerful, but relies a
lot on your opponents not just taking 1 cattle for the 2 VPs to deny you.",
C149,资源循环利用者,Resource Recycler,T3,,,資材再生業者,用于增建增员目的的话不太稳定，但因为2饭相当于2点，所以得分效率还算不错。有「こて」和「住居计划」等改筑辅助时，不仅更容易把自己变成石屋，改筑格也会变轻，因此很优秀。,"Each time another player renovates to stone, if you live in a clay house, you can pay 2 food to build a clay room at no additional cost.","效果：每当别人翻修到石屋时，如果你住在砖屋，可以花费2f而不用其他花销扩1间砖屋。
强度：砖屋是2收益+居住空间，而大家翻石屋基本是4-6季，那个时候你多了居住空间大概能在第五季生娃。一般是可以免费扩2间，总收益大概5+左右，但是等别人翻石屋往往就自己翻修不太了了，这是降低了上限。
难度：5/5
用法：这张卡适合7生出，7生的话，生娃要排队，咱们没必要跟他们卷，扩到3房翻修成砖就打了资源循环，别人翻石屋时第五季就能生娃了，然后有两家翻修石屋就可以扩到5就差不多了。7生局大家理性的话都会3-4屋，甚至有可能都翻修到石屋还给你留一个翻石屋的机会，所以要注意最后两回合顺位，别被人恶意卡翻修。搭配：房管，资源循环是房管强有力的竞争者",,
D042,教育奖励,Education Bonus,T1,,,教育手当,不必勉强去追求效率，只要发动第5张、第6张的效果就已经足够了,"After you play your 1st/2nd/3rd/4th/5th/6th occupation this game, you immediately get 1 grain/clay/reed/stone/vegetable/field (not retroactively).","条件：2 张发展卡 费用：1f
效果：当你打出你的第1/2/3/4/5/6 张职业时， 获得麦/砖/芦/石/菜/田。
强度：这张卡有两种打法，拿麦与不拿麦，一 般情况下，拿麦都会很影响节奏，默认不拿。 那么吃到芦/石/菜/田也是6 收益，净收益有 5.5。如果能吃到麦子，可以达到7 收益，这种 情况下类似于第二季灯笼，但是比灯笼的节奏 把控简单许多。
难度：3/5
用法：根据轮抽决定，一般来说如果有T1 及以 上的前期职业卡可以拿至多2 张，T2 及以下的 前期职业卡不要拿。如果最后所有卡都是后期 卡，那可以第二季打出这张卡，吃满收益。此 外，如果你别的卡能提供2 个以上麦子，也不 需要晚打这张卡，如果需要早点打这张卡，需 要多拿一些前期强势的次要发展卡，或者想办 法拿到首炉。 搭配：职业流",,
